CollectionSurveyKey,CollectionUnitKey,ScbId,VeNr,CUParentStatusCode,CUStatusCode,IndustryCode,PopulationSize,SampleSize,Stratum,AnnualTurnoverTotal,AnnualTurnoverDomestic,AnnualInventories,Netto,IndHandTj,SampleOccasion,Bgrupp
3,3426575,,146480,00,002,25720,889,29,255XX0001,15509.9688429031,13566.9688429031,0,1,,2023,255XX
3,3426576,,146597,00,002,18122,274,5,180000001,2787.8904292803,2787.8904292803,0,1,,2023,18000
3,3426577,,146688,00,002,25620,202,56,255XX0003,125675.6161479670,124117.6161479670,0,1,,2023,255XX
3,3426578,,146787,00,002,25730,618,68,255XX0002,34607.7916970619,26441.7916970619,0,1,,2023,255XX
3,3426579,,146852,00,002,15120,41,5,150000001,4522.2728925287,4488.2728925287,0,1,,2023,15000
3,3426580,,147496,00,002,25620,618,68,255XX0002,38233.8273496791,27337.8273496791,0,1,,2023,255XX
3,3426581,,147652,00,002,25500,889,29,255XX0001,19385.2932991051,19261.2932991051,0,1,,2023,255XX
3,3426582,,147728,00,002,25620,618,68,255XX0002,32139.3401245095,29563.3401245095,0,1,,2023,255XX
3,3426583,,148163,00,002,28940,173,28,280000001,104455.1856118090,14576.1856118094,0,1,,2023,28000
3,3426584,,148478,00,002,16210,191,27,162000002,32823.2958987293,24797.2958987293,0,1,,2023,16200
3,3426585,,148544,00,002,10710,203,21,100000001,47211.1094666041,47211.1094666041,0,1,,2023,10000
3,3426586,,148676,00,002,22290,109,21,220000002,111743.1718743710,89394.1718743710,0,1,,2023,22000
3,3426587,,149146,00,002,33120,416,15,330000002,10694.6451486922,10694.6451486922,0,1,,2023,33000
3,3426588,,150383,00,002,28150,164,122,280000002,411492.5608574290,238613.5608574280,0,1,,2023,28000
3,3426589,,150607,00,002,32501,44,5,325000002,47469.4715326798,30.4715326798,0,1,,2023,32500
3,3426590,,150813,00,002,13921,87,5,139000001,6926.8460696974,4642.8460696974,0,1,,2023,13900
3,3426591,,151613,00,002,22290,109,21,220000002,119658.5240404290,42586.5240404292,0,1,,2023,22000
3,3426592,,151944,00,002,18122,274,5,180000001,7060.9867837359,7060.9867837359,0,1,,2023,18000
3,3426593,,152082,00,002,14130,186,5,140000001,1553.0639176048,1553.0639176048,0,1,,2023,14000
3,3426594,,152447,00,002,25940,202,56,255XX0003,175459.5333338660,63675.5333338662,0,1,,2023,255XX
3,3426595,,152884,00,002,10200,203,21,100000001,30737.0402064734,30126.0402064734,0,1,,2023,10000
3,3426596,,153031,00,002,18122,274,5,180000001,6596.1809364449,6596.1809364449,0,1,,2023,18000
3,3426597,,153098,00,002,31012,46,7,310000003,79466.2111286522,52232.2111286522,0,1,,2023,31000
3,3426598,,153254,00,002,22290,50,15,220000003,206741.6780889880,176082.6780889880,0,1,,2023,22000
3,3426599,,153593,00,002,18122,127,5,180000002,17577.9455813186,17544.9455813186,0,1,,2023,18000
3,3426600,,154468,00,002,25300,71,7,251XX0002,82712.2368417514,56020.2368417515,0,1,,2023,251XX
3,3426601,,154732,00,002,25110,27,15,251XX0004,246963.5492530680,246963.5492530680,0,1,,2023,251XX
3,3426602,,154807,00,002,33150,181,17,330000003,27808.7730186540,27795.7730186540,0,1,,2023,33000
3,3426603,,155028,00,002,31011,184,6,310000001,17621.3748987448,17396.3748987448,0,1,,2023,31000
3,3426604,,155069,00,002,23650,60,7,230000001,45157.8910953222,38417.8910953222,0,1,,2023,23000
3,3426605,,155747,00,002,25620,889,29,255XX0001,22458.5621788007,22169.5621788007,0,1,,2023,255XX
3,3426606,,155796,00,002,16233,191,27,162000002,46007.3145110561,46001.3145110561,0,1,,2023,16200
3,3426607,,155879,00,002,25620,202,56,255XX0003,122345.5042509260,105035.5042509260,0,1,,2023,255XX
3,3426608,,156315,00,002,32120,175,5,321XX0002,5454.1715291363,5454.1715291363,0,1,,2023,321XX
3,3426609,,156406,00,002,22290,139,12,220000001,25921.8020765334,24972.8020765334,0,1,,2023,22000
3,3426610,,156489,00,002,32990,29,5,321XX0004,45604.8288646846,44360.8288646846,0,1,,2023,321XX
3,3426611,,156778,00,002,16232,191,27,162000002,80484.1272804449,54480.1272804449,0,1,,2023,16200
3,3426612,,157305,00,002,25620,889,29,255XX0001,9353.7728542636,9288.7728542636,0,1,,2023,255XX
3,3426613,,157636,00,002,13922,87,5,139000001,6838.0139271502,6797.0139271502,0,1,,2023,13900
3,3426614,,157818,00,002,33150,416,15,330000002,13381.1398094004,13176.1398094004,0,1,,2023,33000
3,3426615,,158568,00,002,16239,191,27,162000002,30952.9230870160,30368.9230870160,0,1,,2023,16200
3,3426616,,159335,00,002,18122,274,5,180000001,7969.0427826081,7612.0427826081,0,1,,2023,18000
3,3426617,,159624,00,002,18122,62,5,180000003,59366.1207043889,39410.1207043889,0,1,,2023,18000
3,3426618,,159806,00,002,31090,46,7,310000003,102159.9509381290,88269.9509381298,0,1,,2023,31000
3,3426619,,160937,00,002,28120,164,122,280000002,445089.8261008500,290198.8261008500,0,1,,2023,28000
3,3426620,,161901,00,002,25620,202,56,255XX0003,105003.9082771360,101305.9082771360,0,1,,2023,255XX
3,3426621,,161984,00,002,22220,109,21,220000002,100200.6724125850,89372.6724125857,0,1,,2023,22000
3,3426622,,162123,00,002,14390,48,5,140000002,3713.5836582677,3701.5836582677,0,1,,2023,14000
3,3426623,,162321,00,002,28990,173,28,280000001,94997.7717816417,94881.7717816417,0,1,,2023,28000
3,3426624,,162701,00,002,10840,203,21,100000001,35893.2978205396,35653.2978205396,0,1,,2023,10000
3,3426625,,163352,00,002,25620,889,29,255XX0001,9104.6077432204,9104.6077432204,0,1,,2023,255XX
3,3426626,,163766,00,002,31012,184,6,310000001,10345.2538883898,10345.2538883898,0,1,,2023,31000
3,3426627,,163790,00,002,13300,35,5,131XX0001,1853.6300391099,1853.6300391099,0,1,,2023,131XX
3,3426628,,163964,00,002,22290,50,15,220000003,177264.0391004680,78313.0391004681,0,1,,2023,22000
3,3426629,,164269,00,002,25610,889,29,255XX0001,12557.2712473505,12494.2712473505,0,1,,2023,255XX
3,3426630,,166298,00,002,25620,618,68,255XX0002,29841.6271242487,29164.6271242487,0,1,,2023,255XX
3,3426631,,166488,00,002,25610,618,68,255XX0002,35200.5477518004,35127.5477518004,0,1,,2023,255XX
3,3426632,,166843,00,002,25620,618,68,255XX0002,32667.2102466413,20036.2102466413,0,1,,2023,255XX
3,3426633,,167049,00,002,25610,618,68,255XX0002,24530.5190500267,23347.5190500267,0,1,,2023,255XX
3,3426634,,167163,00,002,33200,1019,15,330000001,3686.3879882282,3353.3879882282,0,1,,2023,33000
3,3426635,,167635,00,002,27330,64,9,271XX0001,92796.6072721561,49396.6072721561,0,1,,2023,271XX
3,3426636,,168005,00,002,31090,93,7,310000002,38540.3015107944,28804.3015107944,0,1,,2023,31000
3,3426637,,168526,00,002,25999,618,68,255XX0002,66049.8354722004,57414.8354722004,0,1,,2023,255XX
3,3426638,,168914,00,002,33120,416,15,330000002,18645.5023019021,17874.5023019021,0,1,,2023,33000
3,3426639,,168948,00,002,25999,202,56,255XX0003,122421.3830199680,93752.3830199687,0,1,,2023,255XX
3,3426640,,169623,00,002,25110,64,16,251XX0003,109865.7187832890,92117.7187832896,0,1,,2023,251XX
3,3426641,,170449,00,002,25999,889,29,255XX0001,20766.7142526553,12172.7142526553,0,1,,2023,255XX
3,3426642,,171017,00,002,18121,62,5,180000003,46367.7717113606,46367.7717113606,0,1,,2023,18000
3,3426643,,171025,00,002,23701,60,7,230000001,39274.8312197665,39274.8312197665,0,1,,2023,23000
3,3426644,,171108,00,002,33120,416,15,330000002,8920.7782093888,8405.7782093888,0,1,,2023,33000
3,3426645,,171215,00,002,25500,202,56,255XX0003,115294.5758821520,63933.5758821522,0,1,,2023,255XX
3,3426646,,172056,00,002,25620,618,68,255XX0002,62816.8838254525,48180.8838254525,0,1,,2023,255XX
3,3426647,,172270,00,002,25120,64,16,251XX0003,124719.9754410730,105045.9754410730,0,1,,2023,251XX
3,3426648,,173211,00,002,10112,203,21,100000001,39539.9400520597,39539.9400520597,0,1,,2023,10000
3,3426649,,173740,00,002,16101,46,14,161000001,148926.4185248660,127626.4185248660,0,1,,2023,16100
3,3426650,,173930,00,002,25620,618,68,255XX0002,58812.6288813943,54174.6288813943,0,1,,2023,255XX
3,3426651,,174359,00,002,25110,27,15,251XX0004,316106.4221650630,226967.4221650630,0,1,,2023,251XX
3,3426652,,174524,00,002,25500,618,68,255XX0002,31227.7150798990,31227.7150798990,0,1,,2023,255XX
3,3426653,,174599,00,002,18122,274,5,180000001,4967.7651593098,4964.7651593098,0,1,,2023,18000
3,3426654,,174813,00,002,13940,57,5,139000002,14525.5473493650,14163.5473493650,0,1,,2023,13900
3,3426655,,175182,00,002,10130,203,21,100000001,47332.3909876910,47270.3909876910,0,1,,2023,10000
3,3426656,,175273,00,002,25500,889,29,255XX0001,17574.5360611692,17447.5360611692,0,1,,2023,255XX
3,3426657,,175471,00,002,25999,889,29,255XX0001,22280.8058852665,17464.8058852665,0,1,,2023,255XX
3,3426658,,175547,00,002,15200,41,5,150000001,4172.5589193135,4011.5589193135,0,1,,2023,15000
3,3426659,,175570,00,002,18122,274,5,180000001,3754.5606350838,3754.5606350838,0,1,,2023,18000
3,3426660,,176727,00,002,16239,189,5,162000001,19739.2821124879,19289.2821124879,0,1,,2023,16200
3,3426661,,176883,00,002,10520,203,21,100000001,32559.8499906620,32559.8499906620,0,1,,2023,10000
3,3426662,,177287,00,002,10850,203,21,100000001,69223.8139165708,69219.8139165708,0,1,,2023,10000
3,3426663,,178376,00,002,25930,202,56,255XX0003,106743.6733213080,33615.6733213083,0,1,,2023,255XX
3,3426664,,178483,00,002,25730,618,68,255XX0002,56114.1845103781,44099.1845103781,0,1,,2023,255XX
3,3426665,,178509,00,002,30110,31,13,301XX0001,118490.3886520620,3437.3886520625,0,1,,2023,301XX
3,3426666,,178525,00,002,27330,37,18,271XX0002,240812.7686704920,169388.7686704920,0,1,,2023,271XX
3,3426667,,178640,00,002,25110,27,15,251XX0004,466443.8874553900,170761.8874553900,0,1,,2023,251XX
3,3426668,,178814,00,002,18122,127,5,180000002,9695.6036284286,9313.6036284286,0,1,,2023,18000
3,3426669,,179036,00,002,17219,36,13,172000001,109034.5780287240,92759.5780287249,0,1,,2023,17200
3,3426670,,179135,00,002,25999,618,68,255XX0002,47878.4979248401,40448.4979248401,0,1,,2023,255XX
3,3426671,,179176,00,002,31090,184,6,310000001,9057.0982454830,9024.0982454830,0,1,,2023,31000
3,3426672,,179572,00,002,25620,618,68,255XX0002,29114.7219079917,21161.7219079917,0,1,,2023,255XX
3,3426673,,179671,00,002,25620,618,68,255XX0002,27416.9065659529,23115.9065659529,0,1,,2023,255XX
3,3426674,,179903,00,002,25991,202,56,255XX0003,108931.0847987930,108836.0847987930,0,1,,2023,255XX
3,3426675,,179911,00,002,14310,48,5,140000002,2490.2806232476,2490.2806232476,0,1,,2023,14000
3,3426676,,179929,00,002,22290,139,12,220000001,45498.1909471306,35274.1909471306,0,1,,2023,22000
3,3426677,,179994,00,002,18122,127,5,180000002,17433.7185688938,17282.7185688938,0,1,,2023,18000
3,3426678,,180406,00,002,25610,618,68,255XX0002,29935.3266751603,28326.3266751603,0,1,,2023,255XX
3,3426679,,180422,00,002,31090,184,6,310000001,13349.6676080807,13349.6676080807,0,1,,2023,31000
3,3426680,,180943,00,002,22290,109,21,220000002,89378.3861378603,48292.3861378603,0,1,,2023,22000
3,3426681,,181065,00,002,16232,191,27,162000002,45831.2233850997,31203.2233850997,0,1,,2023,16200
3,3426682,,181149,00,002,30120,31,13,301XX0001,120681.9054129440,80888.9054129440,0,1,,2023,301XX
3,3426683,,181271,00,002,25620,618,68,255XX0002,49823.3757032893,37560.3757032893,0,1,,2023,255XX
3,3426684,,181602,00,002,31090,93,7,310000002,29217.1469682352,26647.1469682352,0,1,,2023,31000
3,3426685,,183848,00,002,25120,150,10,251XX0001,29102.5822161532,29102.5822161532,0,1,,2023,251XX
3,3426686,,183905,00,002,25730,889,29,255XX0001,11410.4785621362,9756.4785621362,0,1,,2023,255XX
3,3426687,,184689,00,002,33120,181,17,330000003,61086.2133396772,58199.2133396772,0,1,,2023,33000
3,3426688,,185082,00,002,25999,889,29,255XX0001,17860.1186998881,17860.1186998881,0,1,,2023,255XX
3,3426689,,185256,00,002,13921,57,5,139000002,21713.3316589501,18712.3316589501,0,1,,2023,13900
3,3426690,,185769,00,002,17290,36,13,172000001,73202.0711855605,54706.0711855605,0,1,,2023,17200
3,3426691,,186049,00,002,25610,618,68,255XX0002,70482.1702270812,70140.1702270812,0,1,,2023,255XX
3,3426692,,186478,00,002,25610,889,29,255XX0001,11207.0674959217,11073.0674959217,0,1,,2023,255XX
3,3426693,,186544,00,002,16233,189,5,162000001,15978.8669226075,15978.8669226075,0,1,,2023,16200
3,3426694,,186601,00,002,10200,203,21,100000001,55298.2315398313,54994.2315398313,0,1,,2023,10000
3,3426695,,187526,00,002,25110,150,10,251XX0001,17685.9878164754,17685.9878164754,0,1,,2023,251XX
3,3426696,,187765,00,002,25610,618,68,255XX0002,51198.8921016231,50800.8921016231,0,1,,2023,255XX
3,3426697,,187773,00,002,25620,889,29,255XX0001,12492.1445637570,11993.1445637570,0,1,,2023,255XX
3,3426698,,187880,00,002,18122,127,5,180000002,11235.2230627069,9064.2230627069,0,1,,2023,18000
3,3426699,,188383,00,002,22290,109,21,220000002,66418.2498770877,52589.2498770877,0,1,,2023,22000
3,3426700,,188524,00,002,33130,68,45,330000004,239573.2172016580,222386.2172016580,0,1,,2023,33000
3,3426701,,188797,00,002,33120,416,15,330000002,19782.8202417023,19033.8202417023,0,1,,2023,33000
3,3426702,,188854,00,002,25620,618,68,255XX0002,39711.9861306300,39828.9861306300,0,1,,2023,255XX
3,3426703,,188946,00,002,25999,618,68,255XX0002,60496.8219575837,60433.8219575837,0,1,,2023,255XX
3,3426704,,189449,00,002,25620,618,68,255XX0002,28787.4716877390,7420.4716877390,0,1,,2023,255XX
3,3426705,,189548,00,002,25110,150,10,251XX0001,25974.7551896365,25719.7551896365,0,1,,2023,251XX
3,3426706,,189670,00,002,25991,889,29,255XX0001,9937.3102300274,8072.3102300274,0,1,,2023,255XX
3,3426707,,190041,00,002,25999,889,29,255XX0001,19811.3807774547,16680.3807774547,0,1,,2023,255XX
3,3426708,,190611,00,002,28250,173,28,280000001,129157.7119130140,116440.7119130140,0,1,,2023,28000
3,3426709,,190660,00,002,18130,274,5,180000001,2804.7184368569,2804.7184368569,0,1,,2023,18000
3,3426710,,190744,00,002,25620,618,68,255XX0002,47191.9925570720,38881.9925570720,0,1,,2023,255XX
3,3426711,,191957,00,002,32990,61,5,321XX0003,21133.2336320806,21133.2336320806,0,1,,2023,321XX
3,3426712,,192062,00,002,29320,32,23,290000001,419374.0987079930,282196.0987079930,0,1,,2023,29000
3,3426713,,192831,00,002,13922,87,5,139000001,5779.0596991036,5779.0596991036,0,1,,2023,13900
3,3426714,,192948,00,002,17220,36,13,172000001,199489.0127183680,111910.0127183680,0,1,,2023,17200
3,3426715,,193144,00,002,25999,618,68,255XX0002,47684.8330135262,22880.8330135262,0,1,,2023,255XX
3,3426716,,194381,00,002,28990,173,28,280000001,84324.0299356193,83523.0299356193,0,1,,2023,28000
3,3426717,,194514,00,002,28300,173,28,280000001,64472.1572880879,28562.1572880878,0,1,,2023,28000
3,3426718,,194837,00,002,28960,164,122,280000002,357932.8795813290,17060.8795813294,0,1,,2023,28000
3,3426719,,194845,00,002,28920,173,28,280000001,65714.4550867895,10818.4550867895,0,1,,2023,28000
3,3426720,,195016,00,002,25620,889,29,255XX0001,8681.6105425672,7918.6105425672,0,1,,2023,255XX
3,3426721,,195057,00,002,28410,173,28,280000001,105426.4518683360,4864.4518683367,0,1,,2023,28000
3,3426722,,196576,00,002,31090,93,7,310000002,31518.2517046550,30813.2517046550,0,1,,2023,31000
3,3426723,,196931,00,002,25610,202,56,255XX0003,132400.3928243210,117583.3928243210,0,1,,2023,255XX
3,3426724,,197582,00,002,25999,618,68,255XX0002,74337.0721123630,74108.0721123630,0,1,,2023,255XX
3,3426725,,198002,00,002,13960,26,5,139000003,90104.1944298604,43404.1944298603,0,1,,2023,13900
3,3426726,,198051,00,002,33120,181,17,330000003,30327.0990581771,30324.0990581771,0,1,,2023,33000
3,3426727,,198333,00,002,22210,139,12,220000001,25216.2935399651,23129.2935399651,0,1,,2023,22000
3,3426728,,198986,00,002,33120,1019,15,330000001,3584.7386486124,3106.7386486124,0,1,,2023,33000
3,3426729,,199141,00,002,25610,889,29,255XX0001,21120.7540747370,21120.7540747370,0,1,,2023,255XX
3,3426730,,199307,00,002,33140,181,17,330000003,52498.2220678250,52498.2220678250,0,1,,2023,33000
3,3426731,,199497,00,002,32990,175,5,321XX0002,9483.0825227671,9433.0825227671,0,1,,2023,321XX
3,3426732,,199869,00,002,16292,191,27,162000002,80677.3039347217,38315.3039347217,0,1,,2023,16200
3,3426733,,199935,00,002,28300,173,28,280000001,103330.1680999870,103330.1680999870,0,1,,2023,28000
3,3426734,,200089,00,002,31090,184,6,310000001,10328.0493781820,6187.0493781820,0,1,,2023,31000
3,3426735,,200329,00,002,25110,150,10,251XX0001,22072.7000424563,22072.7000424563,0,1,,2023,251XX
3,3426736,,200360,00,002,16240,191,27,162000002,25866.3992755863,25866.3992755863,0,1,,2023,16200
3,3426737,,200378,00,002,18122,127,5,180000002,18834.8877422922,17450.8877422922,0,1,,2023,18000
3,3426738,,200964,00,002,16102,46,14,161000001,69564.6304444551,69564.6304444551,0,1,,2023,16100
3,3426739,,201327,00,002,23190,60,7,230000001,75841.0463378132,13751.0463378132,0,1,,2023,23000
3,3426740,,201962,00,002,17220,36,13,172000001,95797.4342062719,90057.4342062719,0,1,,2023,17200
3,3429093,,1779081,00,002,25110,150,10,251XX0001,31309.9714365812,31309.9714365812,0,1,,2023,251XX
3,3429094,,1779479,00,002,25620,618,68,255XX0002,30816.6403718471,30816.6403718471,0,1,,2023,255XX
3,3429095,,1781384,00,002,18122,127,5,180000002,9241.0073225917,9241.0073225917,0,1,,2023,18000
3,3429096,,1781681,00,002,33140,1019,15,330000001,4509.6970116142,4509.6970116142,0,1,,2023,33000
3,3429097,,1785641,00,002,11070,19,9,110000001,31787.8592400724,31524.8592400724,0,1,,2023,11000
3,3429098,,1785955,00,002,25620,618,68,255XX0002,42337.5005320506,40480.5005320506,0,1,,2023,255XX
3,3429099,,1787944,00,002,16240,191,27,162000002,48157.3864015784,48157.3864015784,0,1,,2023,16200
3,3429100,,1791763,00,002,33200,416,15,330000002,14315.9993397037,13324.9993397037,0,1,,2023,33000
3,3429101,,1792373,00,002,33200,1019,15,330000001,2357.5655015904,2357.5655015904,0,1,,2023,33000
3,3429102,,1794619,00,002,22290,109,21,220000002,67251.8145486004,66048.8145486004,0,1,,2023,22000
3,3429103,,1795301,00,002,25999,618,68,255XX0002,62832.1752113328,581.1752113327,0,1,,2023,255XX
3,3429104,,1796036,00,002,26120,26,5,261000002,76883.4301029562,76883.4301029562,0,1,,2023,26100
3,3429105,,1796671,00,002,33120,1019,15,330000001,3056.5604183937,3056.5604183937,0,1,,2023,33000
3,3429106,,1797653,00,002,25120,150,10,251XX0001,40519.6618425130,40519.6618425130,0,1,,2023,251XX
3,3429107,,1798263,00,002,16239,189,5,162000001,21787.8330474503,5388.8330474503,0,1,,2023,16200
3,3429108,,1799709,00,002,25110,71,7,251XX0002,56886.6213762242,50390.6213762242,0,1,,2023,251XX
3,3429109,,1800192,00,002,25620,618,68,255XX0002,57065.4377410603,32571.4377410603,0,1,,2023,255XX
3,3429110,,1803121,00,002,10112,203,21,100000001,63755.7397997280,53203.7397997280,0,1,,2023,10000
3,3429111,,1805753,00,002,32120,210,5,321XX0001,2502.5844661750,2502.5844661750,0,1,,2023,321XX
3,3429112,,1806033,00,002,33120,1019,15,330000001,7872.3063699455,7872.3063699455,0,1,,2023,33000
3,3429113,,1807379,00,002,16231,191,27,162000002,45541.0851760701,43136.0851760701,0,1,,2023,16200
3,3429114,,1808385,00,002,31090,93,7,310000002,31104.7644808183,30977.7644808183,0,1,,2023,31000
3,3429115,,1809557,00,002,25620,889,29,255XX0001,17596.3148793250,17595.3148793250,0,1,,2023,255XX
3,3429116,,1809565,00,002,25730,889,29,255XX0001,11205.5794825657,887.5794825657,0,1,,2023,255XX
3,3429117,,1810142,00,002,28290,173,28,280000001,71520.4426111924,69079.4426111924,0,1,,2023,28000
3,3429118,,1810423,00,002,33120,1019,15,330000001,7509.9305996148,7400.9305996148,0,1,,2023,33000
3,3429119,,1811181,00,002,27120,64,9,271XX0001,75751.2926771628,36401.2926771629,0,1,,2023,271XX
3,3429120,,1811793,00,002,10130,203,21,100000001,37418.7904850393,37418.7904850393,0,1,,2023,10000
3,3429121,,1813401,00,002,10612,129,57,100000002,137075.1769197420,20226.1769197429,0,1,,2023,10000
3,3429122,,1813989,00,002,27900,64,9,271XX0001,82585.4032292265,38942.4032292265,0,1,,2023,271XX
3,3429123,,1814516,00,002,25620,618,68,255XX0002,43853.2163545638,43806.2163545638,0,1,,2023,255XX
3,3429124,,1814649,00,002,31012,93,7,310000002,28174.9166392431,25344.9166392431,0,1,,2023,31000
3,3429125,,1814979,00,002,32200,210,5,321XX0001,2598.0234894326,1545.0234894326,0,1,,2023,321XX
3,3429126,,1815752,00,002,28220,173,28,280000001,66093.6505008499,31801.6505008499,0,1,,2023,28000
3,3429127,,1816057,00,002,25110,71,7,251XX0002,55254.3775690882,55254.3775690882,0,1,,2023,251XX
3,3429128,,1816578,00,002,25620,889,29,255XX0001,21162.9688652826,21162.9688652826,0,1,,2023,255XX
3,3429129,,1817618,00,002,31090,184,6,310000001,11578.3151740701,11578.3151740701,0,1,,2023,31000
3,3429130,,1819523,00,002,18122,274,5,180000001,6412.1346654664,6412.1346654664,0,1,,2023,18000
3,3429131,,1819655,00,002,18122,274,5,180000001,2847.6619212490,2569.6619212490,0,1,,2023,18000
3,3429132,,1819804,00,002,32120,175,5,321XX0002,4784.1079067529,4784.1079067529,0,1,,2023,321XX
3,3429133,,1821420,00,002,33120,1019,15,330000001,4031.2122643194,4031.2122643194,0,1,,2023,33000
3,3429134,,1824218,00,002,31090,184,6,310000001,13272.1666892254,13272.1666892254,0,1,,2023,31000
3,3429135,,1824788,00,002,16102,46,14,161000001,177762.4463727860,156575.4463727860,0,1,,2023,16100
3,3429136,,1825827,00,002,16239,189,5,162000001,17044.4279743408,16923.4279743408,0,1,,2023,16200
3,3429137,,1828581,00,002,25620,202,56,255XX0003,178531.1313048000,117142.1313048000,0,1,,2023,255XX
3,3429138,,1829399,00,002,25999,618,68,255XX0002,33420.4006611378,27743.4006611378,0,1,,2023,255XX
3,3429139,,1829449,00,002,33200,416,15,330000002,11056.0503659929,11056.0503659929,0,1,,2023,33000
3,3429140,,1829837,00,002,25120,64,16,251XX0003,98231.9986848356,98231.9986848356,0,1,,2023,251XX
3,3429141,,1830785,00,002,25620,618,68,255XX0002,27864.4180972116,27324.4180972116,0,1,,2023,255XX
3,3429142,,1831171,00,002,31022,93,7,310000002,46408.7759656484,24570.7759656484,0,1,,2023,31000
3,3429143,,1831718,00,002,16231,189,5,162000001,11981.9328215265,11981.9328215265,0,1,,2023,16200
3,3429144,,1832757,00,002,28290,173,28,280000001,63517.7811087680,23884.7811087680,0,1,,2023,28000
3,3429145,,1833292,00,002,32990,210,5,321XX0001,1705.7476338274,1705.7476338274,0,1,,2023,321XX
3,3429146,,1833698,00,002,25120,150,10,251XX0001,31341.0701057109,31341.0701057109,0,1,,2023,251XX
3,3429147,,1834217,00,002,33200,1019,15,330000001,3057.4426339234,2441.4426339234,0,1,,2023,33000
3,3429148,,1834639,00,002,33150,416,15,330000002,15632.5956887645,15632.5956887645,0,1,,2023,33000
3,3429149,,1835651,00,002,32990,175,5,321XX0002,4330.0821816020,4330.0821816020,0,1,,2023,321XX
3,3429150,,1836576,00,002,32120,175,5,321XX0002,3705.8038192359,3705.8038192359,0,1,,2023,321XX
3,3429151,,1837012,00,002,18122,274,5,180000001,3305.4180508435,3305.4180508435,0,1,,2023,18000
3,3429152,,1837335,00,002,25500,889,29,255XX0001,9716.2916081362,9716.2916081362,0,1,,2023,255XX
3,3429153,,1837731,00,002,31090,93,7,310000002,24427.6806884050,24316.6806884050,0,1,,2023,31000
3,3429154,,1838374,00,002,25620,618,68,255XX0002,28048.8012354010,28048.8012354010,0,1,,2023,255XX
3,3429155,,1838721,00,002,25500,889,29,255XX0001,13866.9139091865,13799.9139091865,0,1,,2023,255XX
3,3429156,,1838846,00,002,25999,889,29,255XX0001,16544.2992015677,16069.2992015677,0,1,,2023,255XX
3,3429157,,1842483,00,002,33120,1019,15,330000001,4472.0480666141,4472.0480666141,0,1,,2023,33000
3,3429158,,1842848,00,002,25110,71,7,251XX0002,84927.9760849893,63850.9760849893,0,1,,2023,251XX
3,3429159,,1842954,00,002,33200,416,15,330000002,12828.1652821187,12704.1652821187,0,1,,2023,33000
3,3429160,,1843028,00,002,25500,889,29,255XX0001,11878.8309128318,11308.8309128318,0,1,,2023,255XX
3,3429161,,1844679,00,002,25999,618,68,255XX0002,51625.3088009097,44324.3088009096,0,1,,2023,255XX
3,3429162,,1845932,00,002,33200,1019,15,330000001,6477.4713569316,6458.4713569316,0,1,,2023,33000
3,3429163,,1847565,00,002,10111,129,57,100000002,188636.8571591600,188636.8571591600,0,1,,2023,10000
3,3429164,,1852169,00,002,13300,35,5,131XX0001,5027.4133396346,5027.4133396346,0,1,,2023,131XX
3,3429165,,1852615,00,002,16231,189,5,162000001,13766.1707899312,11533.1707899312,0,1,,2023,16200
3,3429166,,1855212,00,002,16231,191,27,162000002,40230.9683393178,40230.9683393178,0,1,,2023,16200
3,3429167,,1856111,00,002,33120,1019,15,330000001,5298.2643015609,5298.2643015609,0,1,,2023,33000
3,3429168,,1856624,00,002,33120,181,17,330000003,27389.7693702695,27281.7693702695,0,1,,2023,33000
3,3429169,,1860584,00,002,32990,61,5,321XX0003,13644.2996529103,13644.2996529103,0,1,,2023,321XX
3,3429170,,1860626,00,002,33120,416,15,330000002,25347.3020765282,25347.3020765282,0,1,,2023,33000
3,3429171,,1861111,00,002,25610,889,29,255XX0001,10997.4437550466,10889.4437550466,0,1,,2023,255XX
3,3429172,,1861509,00,002,33140,416,15,330000002,13244.0807312911,13244.0807312911,0,1,,2023,33000
3,3429173,,1861582,00,002,25620,889,29,255XX0001,16734.1652846279,16734.1652846279,0,1,,2023,255XX
3,3429174,,1862283,00,002,25610,889,29,255XX0001,9136.6941775265,9136.6941775265,0,1,,2023,255XX
3,3429175,,1863323,00,002,22190,139,12,220000001,47373.7788676536,42970.7788676536,0,1,,2023,22000
3,3429176,,1864222,00,002,25730,618,68,255XX0002,26796.0474056039,26610.0474056039,0,1,,2023,255XX
3,3429177,,1869510,00,002,16240,191,27,162000002,34044.1496254889,34044.1496254889,0,1,,2023,16200
3,3429178,,1869809,00,002,13200,35,5,131XX0001,2313.9522884384,2313.9522884384,0,1,,2023,131XX
3,3429179,,1870633,00,002,10840,203,21,100000001,38638.4531163988,23119.4531163988,0,1,,2023,10000
3,3429180,,1872449,00,002,25620,889,29,255XX0001,17324.2554759722,17324.2554759722,0,1,,2023,255XX
3,3429181,,1872779,00,002,25620,889,29,255XX0001,9741.8448154059,9741.8448154059,0,1,,2023,255XX
3,3429182,,1873025,00,002,32501,71,5,325000001,10498.3539533769,8746.3539533769,0,1,,2023,32500
3,3429183,,1873108,00,002,25120,150,10,251XX0001,23246.0463733482,23246.0463733482,0,1,,2023,251XX
3,3429184,,1875111,00,002,33120,181,17,330000003,42448.1279969208,42109.1279969208,0,1,,2023,33000
